"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"Imperial Klans of America Knights of the KKK","Lakin","Kearny","Kansas","","Ku Klux Klan ",2002,"Lakin, Kansas"
"Imperial Klans of America Knights of the KKK","Litchfield","Montgomery","Illinois","","Ku Klux Klan ",2002,"Litchfield, Illinois"
"Imperial Klans of America Knights of the KKK","Louisville","Jefferson","Kentucky","","Ku Klux Klan ",2002,"Louisville, Kentucky"
"Imperial Klans of America Knights of the KKK","Magnolia","Columbia","Arkansas","","Ku Klux Klan ",2002,"Magnolia, Arkansas"
"Imperial Klans of America Knights of the KKK","Mapaville","Jefferson","Missouri","","Ku Klux Klan ",2002,"Mapaville, Missouri"
"Imperial Klans of America Knights of the KKK","Massena","St. Lawrence","New York","","Ku Klux Klan ",2002,"Massena, New York"
"Imperial Klans of America Knights of the KKK","Newburgh","Orange","New York","","Ku Klux Klan ",2002,"Newburgh, New York"
"Imperial Klans of America Knights of the KKK","Newport Beach","Orange","California","","Ku Klux Klan ",2002,"Newport Beach, California"
"Imperial Klans of America Knights of the KKK","Powderly","Muhlenberg","Kentucky","","Ku Klux Klan ",2002,"Powderly, Kentucky"
"Imperial Klans of America Knights of the KKK","Richmond Dale","Ross","Ohio","","Ku Klux Klan ",2002,"Richmond Dale, Ohio"
"Imperial Klans of America Knights of the KKK","Roscommon","Roscommon","Michigan","","Ku Klux Klan ",2002,"Roscommon, Michigan"
"Imperial Klans of America Knights of the KKK","Shirley","Suffolk","New York","","Ku Klux Klan ",2002,"Shirley, New York"
"Imperial Klans of America Knights of the KKK","St. Marys","Camden","Georgia","","Ku Klux Klan ",2002,"St. Marys, Georgia"
"Imperial Klans of America Knights of the KKK","Sunbury","Gates","North Carolina","","Ku Klux Klan ",2002,"Sunbury, North Carolina"
"Imperial Klans of America Knights of the KKK","Tacoma","Pierce","Washington","","Ku Klux Klan ",2002,"Tacoma, Washington"
"Imperial Klans of America Knights of the KKK","Ty Ty","Tift","Georgia","","Ku Klux Klan ",2002,"Ty Ty, Georgia"
"Imperial Klans of America Knights of the KKK","Walkertown","Forsyth","North Carolina","","Ku Klux Klan ",2002,"Walkertown, North Carolina"
"Imperial Klans of America Knights of the KKK","Warwick","Orange","New York","","Ku Klux Klan ",2002,"Warwick, New York"
"Institute for Historical Review","Newport Beach","Orange","California","Institute for Historical Review","Holocaust Denial",2002,"Newport Beach, California"
"International National Socialist Party","Cheyenne","Laramie","Wyoming","","Neo-Nazi",2002,"Cheyenne, Wyoming"
"International Keystone Knights of the KKK","Johnstown","Cambria","Pennsylvania","","Ku Klux Klan ",2002,"Johnstown, Pennsylvania"
"International Keystone Knights of the KKK","Parkin","Cross","Arkansas","","Ku Klux Klan ",2002,"Parkin, Arkansas"
"Invisible Empire Knights of the Ku Klux Klan","Conroe","Montgomery","Texas","","Ku Klux Klan ",2002,"Conroe, Texas"
"Invisible Empire White Knights of the Ku Klux Klan","Oaks","Montgomery","Pennsylvania","","Ku Klux Klan ",2002,"Oaks, Pennsylvania"
"Jewish Defense League","Brookdale","Santa Cruz","California","","General Hate ",2002,"Brookdale, California"
"Jewish Defense League","Brooklyn","Kings","New York","","General Hate ",2002,"Brooklyn, New York"
"Jewish Defense League","D'Iberville","Harrison","Mississippi","","General Hate ",2002,"D'Iberville, Mississippi"
"Jewish Defense League","Fort Lauderdale","Broward","Florida","","General Hate ",2002,"Fort Lauderdale, Florida"
"Jewish Defense League","Fredericksburg","Fredericksburg","Virginia","","General Hate ",2002,"Fredericksburg, Virginia"
"Jewish Defense League","Kent","Portage","Ohio","","General Hate ",2002,"Kent, Ohio"
"Jewish Defense League","Kingman","Mohave","Arizona","","General Hate ",2002,"Kingman, Arizona"
"Jewish Defense League","Los Angeles","Los Angeles","California","","General Hate ",2002,"Los Angeles, California"
"Jewish Defense League","Philadelphia","Philadelphia","Pennsylvania","","General Hate ",2002,"Philadelphia, Pennsylvania"
"Jewish Defense League","Phoenix","Maricopa","Arizona","","General Hate ",2002,"Phoenix, Arizona"
"Jewish Defense League","Reno","Washoe","Nevada","","General Hate ",2002,"Reno, Nevada"
"Jewish Defense League","Revere","Suffolk","Massachusetts","","General Hate ",2002,"Revere, Massachusetts"
"Jewish Defense League","Rochester","Monroe","New York","","General Hate ",2002,"Rochester, New York"
"Jewish Defense League","Sacramento","Sacramento","California","","General Hate ",2002,"Sacramento, California"
"Jewish Defense League","Skokie","Cook","Illinois","","General Hate ",2002,"Skokie, Illinois"
"Jewish Defense League","Tampa","Hillsborough","Florida","","General Hate ",2002,"Tampa, Florida"
"Keystone State Skinheads","Harrisburg","Dauphin","Pennsylvania","","Racist Skinhead ",2002,"Harrisburg, Pennsylvania"
"Kingdom Identity Ministries","Harrison","Boone","Arkansas","Kingdom Identity Ministries ","Christian Identity ",2002,"Harrison, Arkansas"
"Knight Riders of the KKK","Daniels","Raleigh","West Virginia","","Ku Klux Klan ",2002,"Daniels, West Virginia"
"Knights of the Ku Klux Klan","Harrison","Boone","Arkansas","Knights of the Ku Klux Klan","Ku Klux Klan ",2002,"Harrison, Arkansas"
"Knights of the Ku Klux Klan","Kathleen","Polk","Florida","","Ku Klux Klan ",2002,"Kathleen, Florida"
"Knights of the White Kamellia","Germantown","Montgomery","Ohio","","Ku Klux Klan ",2002,"Germantown, Ohio"
"Knights of the White Kamellia","Jasper","Jasper","Texas","","Ku Klux Klan ",2002,"Jasper, Texas"
"Knights of Yahweh","Dandridge","Jefferson","Tennessee","","Ku Klux Klan ",2002,"Dandridge, Tennessee"
"Knights of Yahweh","Morristown","Hamblen","Tennessee","","Ku Klux Klan ",2002,"Morristown, Tennessee"
"KKK LLC","Compton","Newton","Arkansas","","Hate Music ",2002,"Compton, Arkansas"
"Las Vegas Skinheads","Las Vegas","Clark","Nevada","","Racist Skinhead ",2002,"Las Vegas, Nevada"
"League of the South","Abbeville","Abbeville","South Carolina","League of the South","Neo-Confederate",2002,"Abbeville, South Carolina"
"League of the South","Adairsville","Bartow","Georgia","League of the South","Neo-Confederate",2002,"Adairsville, Georgia"
"League of the South","Aiken","Aiken","South Carolina","League of the South","Neo-Confederate",2002,"Aiken, South Carolina"
"League of the South",NA,"Aiken","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Alexander City","Tallapoosa","Alabama","League of the South","Neo-Confederate",2002,"Alexander City, Alabama"
"League of the South","Anderson","Anderson","South Carolina","League of the South","Neo-Confederate",2002,"Anderson, South Carolina"
"League of the South","Apopka","Orange","Florida","League of the South","Neo-Confederate",2002,"Apopka, Florida"
"League of the South","Arlington","Tarrant","Texas","League of the South","Neo-Confederate",2002,"Arlington, Texas"
"League of the South","Attalla","Etowah","Alabama","League of the South","Neo-Confederate",2002,"Attalla, Alabama"
"League of the South","Athens","Clarke","Georgia","League of the South","Neo-Confederate",2002,"Athens, Georgia"
"League of the South","Atlanta","Fulton","Georgia","League of the South","Neo-Confederate",2002,"Atlanta, Georgia"
"League of the South","Auburn","Lee","Alabama","League of the South","Neo-Confederate",2002,"Auburn, Alabama"
"League of the South","Augusta","Richmond","Georgia","League of the South","Neo-Confederate",2002,"Augusta, Georgia"
"League of the South","Austin","Travis","Texas","League of the South","Neo-Confederate",2002,"Austin, Texas"
"League of the South","Bamberg","Bamberg","South Carolina","League of the South","Neo-Confederate",2002,"Bamberg, South Carolina"
"League of the South","Barnwell","Barnwell","South Carolina","League of the South","Neo-Confederate",2002,"Barnwell, South Carolina"
"League of the South",NA,"Beaufort","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Bigfork","Flathead","Montana","League of the South","Neo-Confederate",2002,"Bigfork, Montana"
"League of the South","Brandon","Rankin","Mississippi","League of the South","Neo-Confederate",2002,"Brandon, Mississippi"
"League of the South","Brunswick","Glynn","Georgia","League of the South","Neo-Confederate",2002,"Brunswick, Georgia"
"League of the South","Buffalo","Erie","New York","League of the South","Neo-Confederate",2002,"Buffalo, New York"
"League of the South",NA,"Charleston","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Charlotte","Mecklenburg","North Carolina","League of the South","Neo-Confederate",2002,"Charlotte, North Carolina"
"League of the South",NA,"Colleton","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Columbia","Boone","Missouri","League of the South","Neo-Confederate",2002,"Columbia, Missouri"
"League of the South","Columbia","Richland","South Carolina","League of the South","Neo-Confederate",2002,"Columbia, South Carolina"
"League of the South","Conroe","Montgomery","Texas","League of the South","Neo-Confederate",2002,"Conroe, Texas"
"League of the South","Cusseta","Chambers","Alabama","League of the South","Neo-Confederate",2002,"Cusseta, Alabama"
"League of the South","Dayton","Rockingham","Virginia","League of the South","Neo-Confederate",2002,"Dayton, Virginia"
"League of the South","Dublin","Pulaski","Virginia","League of the South","Neo-Confederate",2002,"Dublin, Virginia"
"League of the South","Easley","Pickens","South Carolina","League of the South","Neo-Confederate",2002,"Easley, South Carolina"
"League of the South",NA,"Edgefield","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Florence","Florence","South Carolina","League of the South","Neo-Confederate",2002,"Florence, South Carolina"
"League of the South","Franklin","Williamson","Tennessee","League of the South","Neo-Confederate",2002,"Franklin, Tennessee"
"League of the South","Fredericksburg","Fredericksburg","Virginia","League of the South","Neo-Confederate",2002,"Fredericksburg, Virginia"
"League of the South","Greenville","Pitt","North Carolina","League of the South","Neo-Confederate",2002,"Greenville, North Carolina"
"League of the South",NA,"Greenville","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South",NA,"Greenwood","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Hanover","Hanover","Virginia","League of the South","Neo-Confederate",2002,"Hanover, Virginia"
"League of the South","Harrisonburg","Harrisonburg","Virginia","League of the South","Neo-Confederate",2002,"Harrisonburg, Virginia"
"League of the South","Hertford","Perquimans","North Carolina","League of the South","Neo-Confederate",2002,"Hertford, North Carolina"
"League of the South",NA,"Horry","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Humble","Harris","Texas","League of the South","Neo-Confederate",2002,"Humble, Texas"
"League of the South","Jackson","Hinds","Mississippi","League of the South","Neo-Confederate",2002,"Jackson, Mississippi"
"League of the South","Joplin","Jasper","Missouri","League of the South","Neo-Confederate",2002,"Joplin, Missouri"
"League of the South","Kershaw","Lancaster","South Carolina","League of the South","Neo-Confederate",2002,"Kershaw, South Carolina"
"League of the South","Kinston","Lenoir","North Carolina","League of the South","Neo-Confederate",2002,"Kinston, North Carolina"
"League of the South","Laurel","Jones","Mississippi","League of the South","Neo-Confederate",2002,"Laurel, Mississippi"
"League of the South","Laurens","Laurens","South Carolina","League of the South","Neo-Confederate",2002,"Laurens, South Carolina"
"League of the South","Lebanon","Marion","Kentucky","League of the South","Neo-Confederate",2002,"Lebanon, Kentucky"
"League of the South",NA,"Lexington","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Macon","Bibb","Georgia","League of the South","Neo-Confederate",2002,"Macon, Georgia"
"League of the South",NA,"Marlboro","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Mayflower","Faulkner","Arkansas","League of the South","Neo-Confederate",2002,"Mayflower, Arkansas"
"League of the South","Mendenhall","Simpson","Mississippi","League of the South","Neo-Confederate",2002,"Mendenhall, Mississippi"
"League of the South","Monroe","Ouachita","Louisiana","League of the South","Neo-Confederate",2002,"Monroe, Louisiana"
"League of the South","Monroe","Ouachita","Louisiana","League of the South","Neo-Confederate",2002,"Monroe, Louisiana"
"League of the South","Montgomery","Montgomery","Alabama","League of the South","Neo-Confederate",2002,"Montgomery, Alabama"
"League of the South","Newberry","Newberry","South Carolina","League of the South","Neo-Confederate",2002,"Newberry, South Carolina"
"League of the South",NA,"Newberry","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Norfolk","Norfolk","Virginia","League of the South","Neo-Confederate",2002,"Norfolk, Virginia"
"League of the South",NA,"Oconee","South Carolina","League of the South","Neo-Confederate",2002,"NA, South Carolina"
"League of the South","Orangeburg","Orangeburg","South Carolina","League of the South","Neo-Confederate",2002,"Orangeburg, South Carolina"
"League of the South","Panama City","Bay","Florida","League of the South","Neo-Confederate",2002,"Panama City, Florida"
"League of the South","Pasadena","Harris","Texas","League of the South","Neo-Confederate",2002,"Pasadena, Texas"
"League of the South","Pensacola","Escambia","Florida","League of the South","Neo-Confederate",2002,"Pensacola, Florida"
"League of the South","Richland","Oconee","South Carolina","League of the South","Neo-Confederate",2002,"Richland, South Carolina"
"League of the South","Salisbury","Rowan","North Carolina","League of the South","Neo-Confederate",2002,"Salisbury, North Carolina"
"League of the South","Salley","Aiken","South Carolina","League of the South","Neo-Confederate",2002,"Salley, South Carolina"
"League of the South","Saluda","Saluda","South Carolina","League of the South","Neo-Confederate",2002,"Saluda, South Carolina"
"League of the South","Selma","Dallas","Alabama","League of the South","Neo-Confederate",2002,"Selma, Alabama"
"League of the South","Silver Creek","Floyd","Georgia","League of the South","Neo-Confederate",2002,"Silver Creek, Georgia"
"League of the South","Spartanburg","Spartanburg","South Carolina","League of the South","Neo-Confederate",2002,"Spartanburg, South Carolina"
"League of the South","Spruce Pine","Franklin","Alabama","League of the South","Neo-Confederate",2002,"Spruce Pine, Alabama"
"League of the South","St. Louis","St. Louis","Missouri","League of the South","Neo-Confederate",2002,"St. Louis, Missouri"
"League of the South","Statesboro","Bulloch","Georgia","League of the South","Neo-Confederate",2002,"Statesboro, Georgia"
"League of the South","Summerville","Dorchester","South Carolina","League of the South","Neo-Confederate",2002,"Summerville, South Carolina"
"League of the South","Sumter","Sumter","South Carolina","League of the South","Neo-Confederate",2002,"Sumter, South Carolina"
"League of the South","Surfside Beach","Horry","South Carolina","League of the South","Neo-Confederate",2002,"Surfside Beach, South Carolina"
"League of the South","Tallahassee","Leon","Florida","League of the South","Neo-Confederate",2002,"Tallahassee, Florida"
"League of the South","Tuscaloosa","Tuscaloosa","Alabama","League of the South","Neo-Confederate",2002,"Tuscaloosa, Alabama"
"League of the South","Tyler","Smith","Texas","League of the South","Neo-Confederate",2002,"Tyler, Texas"
"League of the South","Westminster","Oconee","South Carolina","League of the South","Neo-Confederate",2002,"Westminster, South Carolina"
"League of the South","Wetumpka","Elmore","Alabama","League of the South","Neo-Confederate",2002,"Wetumpka, Alabama"
